CONCAT(pck.id, '|')	CONCAT(plz.name, '|')
512|	Cartagena de Indias|
513|	Bolívar|
513|	Cartagena de Indias|
514|	Bolívar|
514|	Cartagena de Indias|
515|	Bolívar|
515|	Cartagena de Indias|
516|	Antioquía|
516|	Medellín|
517|	Antioquía|
517|	Envigado|
517|	Medellín|
518|	Antioquía|
518|	Medellín|
519|	Antioquía|
519|	Medellín|
520|	Antioquía|
520|	Medellín|
521|	Antioquía|
521|	Medellín|
522|	Bogotá|
522|	Bogotá D.C.|
523|	Bogotá|
523|	Bogotá D.C.|
524|	Bogotá|
524|	Bogotá D.C.|
525|	Bogotá|
525|	Bogotá D.C.|
526|	Quindio|
526|	Risaralda|
526|	Pereira|
526|	Santa Rosa De Cabal|
526|	Salento|
527|	Quindio|
527|	Salento|
528|	Caldas|
528|	Manizales|
529|	Quindio|
529|	Risaralda|
529|	Pereira|
529|	Salento|
530|	Bolívar|
530|	Cartagena de Indias|
531|	Antioquía|
531|	Medellín|
532|	Quindio|
532|	Salento|
533|	Quindio|
533|	Salento|
534|	Caldas|
534|	Manizales|
535|	Quindio|
535|	Salento|
536|	Risaralda|
536|	Pereira|
537|	Magdalena|
537|	Santa Marta|
538|	Bogotá|
538|	Bogotá D.C.|
539|	Quindio|
539|	Salento|
540|	Quindio|
540|	Salento|
541|	Bogotá|
541|	Bogotá D.C.|
542|	Magdalena|
542|	Santa Marta|
543|	Bogotá|
543|	Bogotá D.C.|
544|	Bogotá|
544|	Bogotá D.C.|
545|	Bogotá|
545|	Bogotá D.C.|
546|	Bogotá|
546|	Bogotá D.C.|
546|	Cundinamarca|
546|	San Francisco|
547|	Bogotá|
547|	Bogotá D.C.|
548|	Bogotá|
548|	Bogotá D.C.|
549|	Magdalena|
549|	Santa Marta|
550|	Magdalena|
550|	Santa Marta|
551|	Nariño|
551|	San Juan De Pasto|
552|	Magdalena|
552|	Santa Marta|
553|	Magdalena|
553|	Santa Marta|
554|	Magdalena|
554|	Santa Marta|
555|	Magdalena|
555|	Santa Marta|
556|	Santander|
556|	Bucaramanga|
556|	Floridablanca|
556|	Girón|
557|	Caldas|
557|	Manizales|
558|	Quindio|
558|	Armenia|
559|	Antioquía|
559|	Medellín|
559|	Guatape|
560|	Antioquía|
560|	Medellín|
560|	Guatape|
560|	Peñol|
561|	Antioquía|
561|	Envigado|
561|	Itagüi|
561|	Medellín|
561|	Sabaneta|
562|	Bolívar|
562|	Cartagena de Indias|
563|	Cundinamarca|
563|	Chía|
563|	Zipaquirá|
564|	Cundinamarca|
564|	Choachí|
565|	Boyacá|
565|	Villa De Leyva|
566|	Bogotá|
566|	Bogotá D.C.|
566|	Cundinamarca|
566|	Fusagasugá|
566|	San Antonio De Tequendama|
567|	Bolívar|
567|	Cartagena de Indias|
568|	Bolívar|
568|	Cartagena de Indias|
569|	Bolívar|
569|	Cartagena de Indias|
570|	Bogotá|
570|	Bogotá D.C.|
571|	Bogotá|
571|	Bogotá D.C.|
572|	Bogotá|
572|	Bogotá D.C.|
573|	Bogotá|
573|	Bogotá D.C.|
574|	Bogotá|
574|	Bogotá D.C.|
575|	Bogotá|
575|	Bogotá D.C.|
576|	Bogotá|
576|	Bogotá D.C.|
577|	Bogotá|
577|	Bogotá D.C.|
578|	Bogotá|
578|	Bogotá D.C.|
579|	Bogotá|
579|	Bogotá D.C.|
580|	Bogotá|
580|	Bogotá D.C.|
581|	Bogotá|
581|	Bogotá D.C.|
582|	Bogotá|
582|	Bogotá D.C.|
583|	Bogotá|
583|	Bogotá D.C.|
584|	Bogotá|
584|	Bogotá D.C.|
585|	Bogotá|
585|	Bogotá D.C.|
586|	Bogotá|
586|	Bogotá D.C.|
587|	Bogotá|
587|	Bogotá D.C.|
588|	Bogotá|
588|	Bogotá D.C.|
589|	Bogotá|
589|	Bogotá D.C.|
590|	Valle Del Cauca|
590|	Cali|
591|	Valle Del Cauca|
591|	Cali|
